"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"n_iter",NA,172.5,132,194,NA,1.09200000000055,FALSE,"adaptive",152
"mu",1000,105.786608417067,30.5532006635999,385.05580520929,FALSE,5.31700000000001,FALSE,"fixed",152
"alpha",1,1.01244323883907,0.748923147617708,1.33783070246028,TRUE,5.31700000000001,FALSE,"fixed",152
"beta",99,9.89546558654361,2.06671627281568,49.9415511686984,FALSE,5.31700000000001,FALSE,"fixed",152
"p_hat",0.01,0.092817354366138,0.0243915393575644,0.290804624744648,FALSE,5.31700000000001,FALSE,"fixed",152
"n_iter",NA,1000,1000,1000,NA,5.31700000000001,FALSE,"fixed",152
"mu",1000,122.295880996499,46.9179212454811,354.669578125864,FALSE,1.29799999999977,FALSE,"adaptive",153
"alpha",1,0.647926526586264,0.482959304578836,0.907770780369784,FALSE,1.29799999999977,FALSE,"adaptive",153
"beta",99,7.92790079524439,2.28516183061909,30.7147935477776,FALSE,1.29799999999977,FALSE,"adaptive",153
"p_hat",0.01,0.0755526554198333,0.0254686117651752,0.185927043715129,FALSE,1.29799999999977,FALSE,"adaptive",153
"n_iter",NA,193.5,136,218,NA,1.29799999999977,FALSE,"adaptive",153
"mu",1000,122.342735084198,39.6457101805833,328.044490954918,FALSE,5.6909999999998,FALSE,"fixed",153
"alpha",1,0.647929367874759,0.453529814640248,0.915663782783945,FALSE,5.6909999999998,FALSE,"fixed",153
"beta",99,7.93154997024188,1.92899913132702,28.2708267042194,FALSE,5.6909999999998,FALSE,"fixed",153
"p_hat",0.01,0.075520826187687,0.0272066184712928,0.205389142017914,FALSE,5.6909999999998,FALSE,"fixed",153
"n_iter",NA,1000,1000,1000,NA,5.6909999999998,FALSE,"fixed",153
"mu",1000,19194.9372762373,2730.88992586709,135639.932413439,FALSE,84.8679999999995,FALSE,"adaptive",154
"alpha",1,1.11001310307877,0.897134630190498,1.36077130612885,TRUE,84.8679999999995,FALSE,"adaptive",154
"beta",99,2133.25309359547,308.941164838458,15175.8469469064,FALSE,84.8679999999995,FALSE,"adaptive",154
"p_hat",0.01,0.000520067602178406,7.59787107065457e-05,0.00359858773518173,FALSE,84.8679999999995,FALSE,"adaptive",154
"n_iter",NA,20000,20000,20000,NA,84.8679999999995,FALSE,"adaptive",154
"mu",1000,859.463174208713,374.230658632567,1889.35421398139,TRUE,7.15899999999965,FALSE,"fixed",154
"alpha",1,1.09078101064941,0.880579556641574,1.36114839168617,TRUE,7.15899999999965,FALSE,"fixed",154
"beta",99,92.9676272770227,38.7349770299248,228.214608675575,TRUE,7.15899999999965,FALSE,"fixed",154
"p_hat",0.01,0.0115968474324307,0.00523673540019893,0.0261925721686656,TRUE,7.15899999999965,FALSE,"fixed",154
"n_iter",NA,1000,1000,1000,NA,7.15899999999965,FALSE,"fixed",154
"mu",1000,19233.3086570462,8077.62894804153,45848.2367731058,FALSE,90.6869999999999,FALSE,"adaptive",155
"alpha",1,1.06348363345963,0.874594718986374,1.3030418892412,TRUE,90.6869999999999,FALSE,"adaptive",155
"beta",99,2118.53238507488,895.82120148866,4818.82111550637,FALSE,90.6869999999999,FALSE,"adaptive",155
"p_hat",0.01,0.000501738868790919,0.000208238227958674,0.00123702733591609,FALSE,90.6869999999999,FALSE,"adaptive",155
"n_iter",NA,20000,20000,20000,NA,90.6869999999999,FALSE,"adaptive",155
"mu",1000,868.503372825955,604.63064882188,1310.54178380298,TRUE,6.48300000000017,FALSE,"fixed",155
"alpha",1,1.04422984292933,0.836383538923015,1.28878857831514,TRUE,6.48300000000017,FALSE,"fixed",155
"beta",99,93.0947948912022,60.8093222652603,150.210627021964,TRUE,6.48300000000017,FALSE,"fixed",155
"p_hat",0.01,0.0110924225726627,0.00730182264967353,0.0164983232242252,TRUE,6.48300000000017,FALSE,"fixed",155
"n_iter",NA,1000,1000,1000,NA,6.48300000000017,FALSE,"fixed",155
"mu",1000,19184.8583053284,1630.12171273469,168613.616908722,FALSE,76.7160000000003,FALSE,"adaptive",156
"alpha",1,0.936992073614205,0.760230634703481,1.16922373280681,TRUE,76.7160000000003,FALSE,"adaptive",156
"beta",99,2019.40890166037,174.952043494849,18245.9155594406,FALSE,76.7160000000003,FALSE,"adaptive",156
"p_hat",0.01,0.000463778047373099,5.01297629459779e-05,0.00554179400310244,FALSE,76.7160000000003,FALSE,"adaptive",156
"n_iter",NA,20000,20000,20000,NA,76.7160000000003,FALSE,"adaptive",156
"mu",1000,856.252630205264,335.283801788697,2255.41894842617,TRUE,6.75500000000011,FALSE,"fixed",156
"alpha",1,0.920436970196405,0.724290882575452,1.15987830576174,TRUE,6.75500000000011,FALSE,"fixed",156
"beta",99,87.8503999070901,33.5777958383311,236.731084741856,TRUE,6.75500000000011,FALSE,"fixed",156
"p_hat",0.01,0.0103686864129577,0.00409473175584688,0.0261674454096354,TRUE,6.75500000000011,FALSE,"fixed",156
"n_iter",NA,1000,1000,1000,NA,6.75500000000011,FALSE,"fixed",156
"mu",1000,19203.0234999744,3210.82947626349,117808.469621614,FALSE,97.4229999999998,FALSE,"adaptive",157
"alpha",1,0.995724521529862,0.820734887945835,1.21715074956198,TRUE,97.4229999999998,FALSE,"adaptive",157
"beta",99,1813.50105164054,295.103860454992,10704.49046026,FALSE,97.4229999999998,FALSE,"adaptive",157
"p_hat",0.01,0.000548760700273036,8.89895986307363e-05,0.00325654025651906,FALSE,97.4229999999998,FALSE,"adaptive",157
"n_iter",NA,20000,20000,20000,NA,97.4229999999998,FALSE,"adaptive",157
"mu",1000,861.417713878145,455.925249817658,1745.4761758979,TRUE,7.10400000000027,FALSE,"fixed",157
"alpha",1,0.976794507236924,0.797822417428206,1.20700163785914,TRUE,7.10400000000027,FALSE,"fixed",157
"beta",99,79.0307961770156,39.7531893176345,167.712758438253,TRUE,7.10400000000027,FALSE,"fixed",157
"p_hat",0.01,0.0122087729287064,0.00599452796871852,0.0232026610726111,TRUE,7.10400000000027,FALSE,"fixed",157
"n_iter",NA,1000,1000,1000,NA,7.10400000000027,FALSE,"fixed",157
"mu",1000,19148.8582735189,131.102542036797,1745675.16789407,TRUE,62.4170000000004,FALSE,"adaptive",158
"alpha",1,0.967216169550871,0.775544169871145,1.19120362401852,TRUE,62.4170000000004,FALSE,"adaptive",158
"beta",99,2053.84127002373,14.080543930251,181749.390927928,TRUE,62.4170000000004,FALSE,"adaptive",158
"p_hat",0.01,0.000470708669956258,5.04911317390155e-06,0.0641321597501659,TRUE,62.4170000000004,FALSE,"adaptive",158
"n_iter",NA,20000,19927,20000,NA,62.4170000000004,FALSE,"adaptive",158
"mu",1000,857.38696062759,363.435215279348,2010.73938511046,TRUE,6.13400000000001,FALSE,"fixed",158
"alpha",1,0.950294732308528,0.762249946755858,1.2010226540435,TRUE,6.13400000000001,FALSE,"fixed",158
"beta",99,89.6372990596494,36.4819052077848,213.686838158888,TRUE,6.13400000000001,FALSE,"fixed",158
"p_hat",0.01,0.0104903408130142,0.0044346079583266,0.0246698321002519,TRUE,6.13400000000001,FALSE,"fixed",158
"n_iter",NA,1000,1000,1000,NA,6.13400000000001,FALSE,"fixed",158
"mu",1000,81.6098385507427,43.8896875118047,150.093849735767,FALSE,0.969000000000051,FALSE,"adaptive",159
"alpha",1,0.738026801018683,0.555682718321665,0.994963086892651,FALSE,0.969000000000051,FALSE,"adaptive",159
"beta",99,5.08419735623295,2.0402006823198,12.3074691729949,FALSE,0.969000000000051,FALSE,"adaptive",159
"p_hat",0.01,0.126760286290157,0.068338165966863,0.223577091496435,FALSE,0.969000000000051,FALSE,"adaptive",159
"n_iter",NA,138,91,161,NA,0.969000000000051,FALSE,"adaptive",159
"mu",1000,81.5662134038765,42.9818207252328,155.170230762383,FALSE,5.3799999999992,FALSE,"fixed",159
"alpha",1,0.737896404443435,0.541128168764854,1.00704621123028,TRUE,5.3799999999992,FALSE,"fixed",159
"beta",99,5.08048383512198,1.99756837461104,13.4314207366928,FALSE,5.3799999999992,FALSE,"fixed",159
"p_hat",0.01,0.126821619430385,0.065801989041867,0.22913371576583,FALSE,5.3799999999992,FALSE,"fixed",159
"n_iter",NA,1000,1000,1000,NA,5.3799999999992,FALSE,"fixed",159
"mu",1000,19259.9817998691,11541.2314107551,30807.8395375083,FALSE,103.542,FALSE,"adaptive",160
"alpha",1,1.13215434390974,0.933767714205003,1.38942559090709,TRUE,103.542,FALSE,"adaptive",160
"beta",99,2084.08372531393,1227.21868797132,3468.0043255328,FALSE,103.542,FALSE,"adaptive",160
"p_hat",0.01,0.000542943469285066,0.000330798834867563,0.000909262995390783,FALSE,103.542,FALSE,"adaptive",160
"n_iter",NA,20000,20000,20000,NA,103.542,FALSE,"adaptive",160
"mu",1000,872.213657788505,634.658452569733,1190.26800399252,TRUE,7.40800000000036,FALSE,"fixed",160
"alpha",1,1.11066781251959,0.934871178770165,1.3545669237638,TRUE,7.40800000000036,FALSE,"fixed",160
"beta",99,91.6448611056576,64.4182761038377,135.382743792422,TRUE,7.40800000000036,FALSE,"fixed",160
"p_hat",0.01,0.0119741413312337,0.00882857708319235,0.0165688849646583,TRUE,7.40800000000036,FALSE,"fixed",160
"n_iter",NA,1000,1000,1000,NA,7.40800000000036,FALSE,"fixed",160
"mu",1000,73.9050534389647,39.3096915395856,150.603226449657,FALSE,0.824999999999818,FALSE,"adaptive",161
"alpha",1,0.689504235825722,0.495173047134958,0.984798017526102,FALSE,0.824999999999818,FALSE,"adaptive",161
"beta",99,4.8492136564038,1.90402918234528,14.216802709409,FALSE,0.824999999999818,FALSE,"adaptive",161
"p_hat",0.01,0.124488058291081,0.062268836325863,0.225639917519141,FALSE,0.824999999999818,FALSE,"adaptive",161
"n_iter",NA,126.5,96,151,NA,0.824999999999818,FALSE,"adaptive",161
"mu",1000,73.9104101914173,36.9864405925726,140.315441818354,FALSE,5.54699999999957,FALSE,"fixed",161
"alpha",1,0.68955896456184,0.484138987080321,0.975461022534414,FALSE,5.54699999999957,FALSE,"fixed",161
"beta",99,4.84976926010438,1.71260586333364,12.7883826525488,FALSE,5.54699999999957,FALSE,"fixed",161
"p_hat",0.01,0.124484222020151,0.0661801038965923,0.236290050379877,FALSE,5.54699999999957,FALSE,"fixed",161
"n_iter",NA,1000,1000,1000,NA,5.54699999999957,FALSE,"fixed",161
"mu",1000,19209.5906674383,5269.73501730485,90582.8110481554,FALSE,92.9219999999996,FALSE,"adaptive",162
"alpha",1,1.01048419468118,0.8324921722201,1.22252391345108,TRUE,92.9219999999996,FALSE,"adaptive",162
"beta",99,1822.61726001083,429.818250244833,8513.90389663797,FALSE,92.9219999999996,FALSE,"adaptive",162
"p_hat",0.01,0.00055410661407842,0.000122370838441247,0.00210237572305345,FALSE,92.9219999999996,FALSE,"adaptive",162
"n_iter",NA,20000,20000,20000,NA,92.9219999999996,FALSE,"adaptive",162
"mu",1000,862.139581282109,436.609663947969,1690.95608514278,TRUE,6.3179999999993,FALSE,"fixed",162
"alpha",1,0.991163776273358,0.804001599143868,1.22722626515724,TRUE,6.3179999999993,FALSE,"fixed",162
"beta",99,79.4443122359737,37.7610997367999,158.539507429967,TRUE,6.3179999999993,FALSE,"fixed",162
"p_hat",0.01,0.0123224704497608,0.00633633100000393,0.0241355441887582,TRUE,6.3179999999993,FALSE,"fixed",162
"n_iter",NA,1000,1000,1000,NA,6.3179999999993,FALSE,"fixed",162
"mu",1000,116.381128337621,31.1754915045765,501.420857990849,FALSE,1.34399999999914,FALSE,"adaptive",163
"alpha",1,0.775633567571847,0.52669151615594,1.11220824362854,TRUE,1.34399999999914,FALSE,"adaptive",163
"beta",99,8.66476258031851,1.62163669651942,53.4353159362229,FALSE,1.34399999999914,FALSE,"adaptive",163
"p_hat",0.01,0.0821611249592717,0.0185122419082551,0.273923643832255,FALSE,1.34399999999914,FALSE,"adaptive",163
"n_iter",NA,184.5,150,210,NA,1.34399999999914,FALSE,"adaptive",163
"mu",1000,116.389237094565,30.3346253249673,478.81056102484,FALSE,5.85199999999895,FALSE,"fixed",163
"alpha",1,0.775635265920815,0.530402509183126,1.10726950432167,TRUE,5.85199999999895,FALSE,"fixed",163
"beta",99,8.66540645483904,1.57288807038396,47.839194260485,FALSE,5.85199999999895,FALSE,"fixed",163
"p_hat",0.01,0.0821556867199596,0.0207366820645976,0.264365447957052,FALSE,5.85199999999895,FALSE,"fixed",163
"n_iter",NA,1000,1000,1000,NA,5.85199999999895,FALSE,"fixed",163
"mu",1000,19245.320258497,9382.48713634287,40331.289992925,FALSE,105.151,FALSE,"adaptive",164
"alpha",1,0.970621249646345,0.800350605144922,1.21510939269004,TRUE,105.151,FALSE,"adaptive",164
"beta",99,1789.81401141651,843.177021190821,3609.21863508385,FALSE,105.151,FALSE,"adaptive",164
"p_hat",0.01,0.000542008922759889,0.000265000927635417,0.00112540530380541,FALSE,105.151,FALSE,"adaptive",164
"n_iter",NA,20000,20000,20000,NA,105.151,FALSE,"adaptive",164
"mu",1000,866.68637387103,525.612798895452,1310.76470241678,TRUE,6.80699999999888,FALSE,"fixed",164
"alpha",1,0.951593954110717,0.763708775908777,1.18096069077142,TRUE,6.80699999999888,FALSE,"fixed",164
"beta",99,78.2688768627128,46.2680641091669,124.663316457873,TRUE,6.80699999999888,FALSE,"fixed",164
"p_hat",0.01,0.0120119704452531,0.0079516075664829,0.0198254006624511,TRUE,6.80699999999888,FALSE,"fixed",164
"n_iter",NA,1000,1000,1000,NA,6.80699999999888,FALSE,"fixed",164
"mu",1000,104.547758991341,32.5195783010753,344.938901749358,FALSE,1.08699999999953,FALSE,"adaptive",165
"alpha",1,0.837963535492322,0.608391705143698,1.18200603050751,TRUE,1.08699999999953,FALSE,"adaptive",165
"beta",99,8.72083035811846,2.0291850341517,39.9986012299133,FALSE,1.08699999999953,FALSE,"adaptive",165
"p_hat",0.01,0.0876641493496818,0.0262730285522039,0.250050859185327,FALSE,1.08699999999953,FALSE,"adaptive",165
"n_iter",NA,170.5,121,193,NA,1.08699999999953,FALSE,"adaptive",165
"mu",1000,104.538743195644,38.0993975284523,387.007296809175,FALSE,5.4320000000007,FALSE,"fixed",165
"alpha",1,0.837992467384495,0.615389173363593,1.17684898350763,TRUE,5.4320000000007,FALSE,"fixed",165
"beta",99,8.72026952842359,2.32957862464721,45.7319848357835,FALSE,5.4320000000007,FALSE,"fixed",165
"p_hat",0.01,0.0876720545797979,0.0232648235224849,0.224821720026739,FALSE,5.4320000000007,FALSE,"fixed",165
"n_iter",NA,1000,1000,1000,NA,5.4320000000007,FALSE,"fixed",165
"mu",1000,19224.7738381333,5659.58071079408,55457.4606389827,FALSE,93.3439999999991,FALSE,"adaptive",166
"alpha",1,1.13030237283806,0.931450794126032,1.39857806650335,TRUE,93.3439999999991,FALSE,"adaptive",166
"beta",99,1947.77015006318,561.012017099094,5866.59750434698,FALSE,93.3439999999991,FALSE,"adaptive",166
"p_hat",0.01,0.000579969270069823,0.000198145185641198,0.00197036197082986,FALSE,93.3439999999991,FALSE,"adaptive",166
"n_iter",NA,20000,20000,20000,NA,93.3439999999991,FALSE,"adaptive",166
"mu",1000,866.082236060571,537.861142665826,1391.62605692767,TRUE,6.51599999999962,FALSE,"fixed",166
"alpha",1,1.10878867693674,0.905199775023147,1.34950891337675,TRUE,6.51599999999962,FALSE,"fixed",166
"beta",99,85.150195602557,47.9844570900931,142.959933461677,TRUE,6.51599999999962,FALSE,"fixed",166
"p_hat",0.01,0.0128541819289696,0.00782082149498389,0.0208135656631541,TRUE,6.51599999999962,FALSE,"fixed",166
"n_iter",NA,1000,1000,1000,NA,6.51599999999962,FALSE,"fixed",166
"mu",1000,352.809182386644,5.61448905901253,32994.8527563274,TRUE,12.125,FALSE,"adaptive",167
"alpha",1,1.05211504215496,0.799288445444193,1.44808803302521,TRUE,12.125,FALSE,"adaptive",167
"beta",99,34.3104007552689,0.435226593457862,4666.72974842639,TRUE,12.125,FALSE,"adaptive",167
"p_hat",0.01,0.0297522678584879,0.000265366535603991,0.685406079128888,TRUE,12.125,FALSE,"adaptive",167
"n_iter",NA,479.5,424,506,NA,12.125,FALSE,"adaptive",167
"mu",1000,353.392588145572,3.21486103555284,23957.8506285193,TRUE,13.3250000000007,FALSE,"fixed",167
"alpha",1,1.05227702406494,0.781717701037028,1.44248806103936,TRUE,13.3250000000007,FALSE,"fixed",167
"beta",99,34.3720184239357,0.210661505513869,3204.56629660348,TRUE,13.3250000000007,FALSE,"fixed",167
"p_hat",0.01,0.0297049527946033,0.000411494319472643,0.797130735482856,TRUE,13.3250000000007,FALSE,"fixed",167
"n_iter",NA,1000,1000,1000,NA,13.3250000000007,FALSE,"fixed",167
"mu",1000,19267.1400133772,11513.7120190767,31628.9411843169,FALSE,96.2010000000009,FALSE,"adaptive",168
"alpha",1,1.07709064392419,0.886345847803438,1.34234795186833,TRUE,96.2010000000009,FALSE,"adaptive",168
"beta",99,2052.86745771199,1161.91578992343,3559.18683151108,FALSE,96.2010000000009,FALSE,"adaptive",168
"p_hat",0.01,0.000524401033507137,0.000312643157854774,0.000886618295091811,FALSE,96.2010000000009,FALSE,"adaptive",168
"n_iter",NA,20000,20000,20000,NA,96.2010000000009,FALSE,"adaptive",168
"mu",1000,873.666096077261,669.699597684687,1118.0274296519,TRUE,5.66799999999967,FALSE,"fixed",168
"alpha",1,1.05595565139184,0.873389878093436,1.283851809313,TRUE,5.66799999999967,FALSE,"fixed",168
"beta",99,90.3729073918196,65.4322578817058,128.341840955901,TRUE,5.66799999999967,FALSE,"fixed",168
"p_hat",0.01,0.0115494780996322,0.00876425934798929,0.0151870533406015,TRUE,5.66799999999967,FALSE,"fixed",168
"n_iter",NA,1000,1000,1000,NA,5.66799999999967,FALSE,"fixed",168
"mu",1000,105.796932971171,26.9550162743226,342.827411727441,FALSE,0.97899999999936,FALSE,"adaptive",169
"alpha",1,0.951937894242501,0.716566686125925,1.30214657789856,TRUE,0.97899999999936,FALSE,"adaptive",169
"beta",99,10.0867605543642,1.84134268777536,44.4051018061744,FALSE,0.97899999999936,FALSE,"adaptive",169
"p_hat",0.01,0.0862364253063416,0.0265947567783307,0.285865800267357,FALSE,0.97899999999936,FALSE,"adaptive",169
"n_iter",NA,174.5,122,195,NA,0.97899999999936,FALSE,"adaptive",169
"mu",1000,105.878156244353,33.3872549161597,318.425682372542,FALSE,5.16499999999905,FALSE,"fixed",169
"alpha",1,0.95202052056677,0.707200283147766,1.28127913912615,TRUE,5.16499999999905,FALSE,"fixed",169
"beta",99,10.0958779153944,2.37234153956046,37.6241374762469,FALSE,5.16499999999905,FALSE,"fixed",169
"p_hat",0.01,0.0861720920123523,0.0293053317816143,0.24129796240664,FALSE,5.16499999999905,FALSE,"fixed",169
"n_iter",NA,1000,1000,1000,NA,5.16499999999905,FALSE,"fixed",169
"mu",1000,102.083052866532,32.0774395196548,293.191647554751,FALSE,1.03100000000086,FALSE,"adaptive",170
"alpha",1,0.879920219992872,0.643063533411524,1.19569610883599,TRUE,1.03100000000086,FALSE,"adaptive",170
"beta",99,8.4528330140305,1.89032515816688,33.8473069095364,FALSE,1.03100000000086,FALSE,"adaptive",170
"p_hat",0.01,0.0942830264476559,0.0323381214879907,0.263708385626531,FALSE,1.03100000000086,FALSE,"adaptive",170
"n_iter",NA,167.5,121,190,NA,1.03100000000086,FALSE,"adaptive",170
"mu",1000,102.079595294946,33.9611763183279,331.025595403812,FALSE,5.43000000000029,FALSE,"fixed",170
"alpha",1,0.87994929121275,0.657091437708879,1.23829557761313,TRUE,5.43000000000029,FALSE,"fixed",170
"beta",99,8.45271766041355,2.06917776073138,38.7302130460619,FALSE,5.43000000000029,FALSE,"fixed",170
"p_hat",0.01,0.0942870131093033,0.0281497089447406,0.251917575842306,FALSE,5.43000000000029,FALSE,"fixed",170
"n_iter",NA,1000,1000,1000,NA,5.43000000000029,FALSE,"fixed",170
"mu",1000,219.896332593561,11.9123931232744,6561.14478069781,TRUE,4.54899999999907,FALSE,"adaptive",171
"alpha",1,1.01775412517948,0.74231451036972,1.45254916407985,TRUE,4.54899999999907,FALSE,"adaptive",171
"beta",99,21.0342025655523,0.777945167236552,946.932587959094,TRUE,4.54899999999907,FALSE,"adaptive",171
"p_hat",0.01,0.0461525541453305,0.00143308360814683,0.506284130131921,TRUE,4.54899999999907,FALSE,"adaptive",171
"n_iter",NA,317.5,267,343,NA,4.54899999999907,FALSE,"adaptive",171
"mu",1000,220.114734374721,10.3566039091804,3714.04511955204,TRUE,7.13500000000022,FALSE,"fixed",171
"alpha",1,1.01781983965575,0.737164708717454,1.36656008505694,TRUE,7.13500000000022,FALSE,"fixed",171
"beta",99,21.0564693267167,0.684782410751212,505.44198564184,TRUE,7.13500000000022,FALSE,"fixed",171
"p_hat",0.01,0.0461088387483063,0.00262909648945832,0.543850065969098,TRUE,7.13500000000022,FALSE,"fixed",171
"n_iter",NA,1000,1000,1000,NA,7.13500000000022,FALSE,"fixed",171
"mu",1000,146.206708785843,18.700011059258,996.380436010529,FALSE,1.66599999999926,FALSE,"adaptive",172
"alpha",1,1.07982158523065,0.768789690607355,1.51019036558943,TRUE,1.66599999999926,FALSE,"adaptive",172
"beta",99,13.4082870294981,1.27126111557095,135.272066919366,TRUE,1.66599999999926,FALSE,"adaptive",172
"p_hat",0.01,0.0745315771675604,0.0101836901123083,0.428416510728442,FALSE,1.66599999999926,FALSE,"adaptive",172
"n_iter",NA,225.5,190,248,NA,1.66599999999926,FALSE,"adaptive",172
"mu",1000,146.185991686645,21.4349882981888,1041.98244846894,TRUE,5.87700000000041,FALSE,"fixed",172
"alpha",1,1.07978463763891,0.779023579307455,1.4816608608477,TRUE,5.87700000000041,FALSE,"fixed",172
"beta",99,13.4058231458796,1.22203140538911,142.649955292726,TRUE,5.87700000000041,FALSE,"fixed",172
"p_hat",0.01,0.0745418938422086,0.0094010463044346,0.383217751003868,TRUE,5.87700000000041,FALSE,"fixed",172
"n_iter",NA,1000,1000,1000,NA,5.87700000000041,FALSE,"fixed",172
"mu",1000,144.757418168003,24.8811984054424,722.090149526598,FALSE,1.55299999999988,FALSE,"adaptive",173
"alpha",1,0.904738824181038,0.639664708125143,1.24626590729406,TRUE,1.55299999999988,FALSE,"adaptive",173
"beta",99,12.1243004283404,1.41628487504751,80.4225374054694,FALSE,1.55299999999988,FALSE,"adaptive",173
"p_hat",0.01,0.0694401794826083,0.0131448216107549,0.333236261537507,FALSE,1.55299999999988,FALSE,"adaptive",173
"n_iter",NA,223.5,167,247,NA,1.55299999999988,FALSE,"adaptive",173
"mu",1000,144.74386308837,31.689001243959,633.551771445441,FALSE,5.61499999999978,FALSE,"fixed",173
"alpha",1,0.904675250246865,0.685270672402325,1.22799398133061,TRUE,5.61499999999978,FALSE,"fixed",173
"beta",99,12.1223104098562,2.2179025024631,68.4345046110554,FALSE,5.61499999999978,FALSE,"fixed",173
"p_hat",0.01,0.0694462459583079,0.0163855395463321,0.268330887966916,FALSE,5.61499999999978,FALSE,"fixed",173
"n_iter",NA,1000,1000,1000,NA,5.61499999999978,FALSE,"fixed",173
"mu",1000,419.373045389504,0.394351184488356,670659.553857777,TRUE,19.9049999999988,FALSE,"adaptive",174
"alpha",1,0.837443706189673,0.558960691981387,1.30349181592018,TRUE,19.9049999999988,FALSE,"adaptive",174
"beta",99,36.2901783881231,0.0220076333605889,96977.8595142411,TRUE,19.9049999999988,FALSE,"adaptive",174
"p_hat",0.01,0.0225558131372478,1.35167582635835e-05,0.96490770307687,TRUE,19.9049999999988,FALSE,"adaptive",174
"n_iter",NA,558,516,587,NA,19.9049999999988,FALSE,"adaptive",174
"mu",1000,418.498799123201,0.156508901392083,611460.246285644,TRUE,22.6880000000001,FALSE,"fixed",174
"alpha",1,0.837284420620771,0.55862371893978,1.18436625726538,TRUE,22.6880000000001,FALSE,"fixed",174
"beta",99,36.207156237829,0.00819080388734417,80956.4538708993,TRUE,22.6880000000001,FALSE,"fixed",174
"p_hat",0.01,0.0226021612349487,1.37245076584495e-05,0.986129028635936,TRUE,22.6880000000001,FALSE,"fixed",174
"n_iter",NA,1000,1000,1000,NA,22.6880000000001,FALSE,"fixed",174
"mu",1000,82.207571212179,34.5966965310142,184.300904642214,FALSE,0.843999999999141,FALSE,"adaptive",175
"alpha",1,0.828191044571419,0.583207697980553,1.16658332075608,TRUE,0.843999999999141,FALSE,"adaptive",175
"beta",99,5.93195282725716,1.72257569332617,19.6676004270092,FALSE,0.843999999999141,FALSE,"adaptive",175
"p_hat",0.01,0.122510860755896,0.0527387512963567,0.267448357716486,FALSE,0.843999999999141,FALSE,"adaptive",175
"n_iter",NA,139,105,162,NA,0.843999999999141,FALSE,"adaptive",175
"mu",1000,82.204649115358,34.6822264406136,219.322927952867,FALSE,5.41300000000047,FALSE,"fixed",175
"alpha",1,0.828181687354959,0.583600672828425,1.15312535312539,TRUE,5.41300000000047,FALSE,"fixed",175
"beta",99,5.93178748791224,1.82643266931702,23.2199738229353,FALSE,5.41300000000047,FALSE,"fixed",175
"p_hat",0.01,0.122512642570182,0.0439127263414339,0.26353578552691,FALSE,5.41300000000047,FALSE,"fixed",175
"n_iter",NA,1000,1000,1000,NA,5.41300000000047,FALSE,"fixed",175
"mu",1000,92.0221890505881,39.3338664854693,235.813727585926,FALSE,0.984000000000378,FALSE,"adaptive",176
"alpha",1,0.678709535570516,0.47529003976345,0.950891825241369,FALSE,0.984000000000378,FALSE,"adaptive",176
"beta",99,6.22371543315508,2.06621848734504,23.1991055853425,FALSE,0.984000000000378,FALSE,"adaptive",176
"p_hat",0.01,0.0983291435467537,0.0377870538696553,0.207772965894171,FALSE,0.984000000000378,FALSE,"adaptive",176
"n_iter",NA,152,112,177,NA,0.984000000000378,FALSE,"adaptive",176
"mu",1000,92.039215038405,38.1216665630669,224.749128689745,FALSE,5.57200000000012,FALSE,"fixed",176
"alpha",1,0.678773586516668,0.4744964635658,0.977509874973909,FALSE,5.57200000000012,FALSE,"fixed",176
"beta",99,6.22516964870487,1.98132329415712,21.528570092334,FALSE,5.57200000000012,FALSE,"fixed",176
"p_hat",0.01,0.098316797139032,0.0397849693075133,0.220294641408322,FALSE,5.57200000000012,FALSE,"fixed",176
"n_iter",NA,1000,1000,1000,NA,5.57200000000012,FALSE,"fixed",176
"mu",1000,19250.7913728886,10795.4805854717,34718.0367285175,FALSE,93.3899999999994,FALSE,"adaptive",177
"alpha",1,1.07727312667347,0.876211758715427,1.30780441512243,TRUE,93.3899999999994,FALSE,"adaptive",177
"beta",99,2156.05524122268,1143.56734596009,3975.78116789856,FALSE,93.3899999999994,FALSE,"adaptive",177
"p_hat",0.01,0.000499400532654993,0.00027513266008604,0.000923841529786262,FALSE,93.3899999999994,FALSE,"adaptive",177
"n_iter",NA,20000,20000,20000,NA,93.3899999999994,FALSE,"adaptive",177
"mu",1000,873.259363943794,657.156649279741,1157.54882565632,TRUE,5.89599999999882,FALSE,"fixed",177
"alpha",1,1.05677956866573,0.870813058953945,1.28411324901884,TRUE,5.89599999999882,FALSE,"fixed",177
"beta",99,95.0722482384436,66.1615707554635,134.588969171953,TRUE,5.89599999999882,FALSE,"fixed",177
"p_hat",0.01,0.0109933450152668,0.00806066816867865,0.0148009332420874,TRUE,5.89599999999882,FALSE,"fixed",177
"n_iter",NA,1000,1000,1000,NA,5.89599999999882,FALSE,"fixed",177
"mu",1000,19168.5966897046,558.374357504331,525740.763727543,TRUE,79.0850000000009,FALSE,"adaptive",178
"alpha",1,1.22165406458365,0.985340042096168,1.4975787769914,TRUE,79.0850000000009,FALSE,"adaptive",178
"beta",99,2099.40836021091,63.1549945654843,61878.586748175,TRUE,79.0850000000009,FALSE,"adaptive",178
"p_hat",0.01,0.000581565557133582,2.11085298273232e-05,0.0187163107248392,TRUE,79.0850000000009,FALSE,"adaptive",178
