"parameter","true","point","lwr","upr","covers","time","fail","method","replicate"
"p_hat",0.01,0.000533233422132359,0.000272481923452543,0.00104215757381234,FALSE,101.759,FALSE,"adaptive",100
"n_iter",NA,20000,20000,20000,NA,101.759,FALSE,"adaptive",100
"mu",1000,873.251473227099,659.369536530127,1145.13527362406,TRUE,6.34400000000005,FALSE,"fixed",100
"alpha",1,1.02951185571624,0.849727461727462,1.25070364400948,TRUE,6.34400000000005,FALSE,"fixed",100
"beta",99,86.6820865595486,61.7103746480535,121.658042162006,TRUE,6.34400000000005,FALSE,"fixed",100
"p_hat",0.01,0.0117374654471816,0.00877927278712438,0.0159858586338757,TRUE,6.34400000000005,FALSE,"fixed",100
"n_iter",NA,1000,1000,1000,NA,6.34400000000005,FALSE,"fixed",100
"mu",1000,3019.15576156598,1.25479878465014e-16,2.61836130465702e+23,TRUE,36.3090000000002,FALSE,"adaptive",101
"alpha",1,0.973208822372264,0.694133438745694,1.34742435531547,TRUE,36.3090000000002,FALSE,"adaptive",101
"beta",99,279.304759742881,7.99464846867957e-18,3.50458228502584e+22,TRUE,36.3090000000002,FALSE,"adaptive",101
"p_hat",0.01,0.00347229868745707,3.35897015002915e-23,1,TRUE,36.3090000000002,FALSE,"adaptive",101
"n_iter",NA,3407,3314,3444,NA,36.3090000000002,FALSE,"adaptive",101
"mu",1000,853.960954124141,254.944520944462,2931.64760290281,TRUE,7.23599999999988,FALSE,"fixed",101
"alpha",1,0.95906203571041,0.782256891622284,1.18817316688454,TRUE,7.23599999999988,FALSE,"fixed",101
"beta",99,77.2885119046886,21.5107520585572,297.46566038181,TRUE,7.23599999999988,FALSE,"fixed",101
"p_hat",0.01,0.0122567638511186,0.00341976235582402,0.0402669499082129,TRUE,7.23599999999988,FALSE,"fixed",101
"n_iter",NA,1000,1000,1000,NA,7.23599999999988,FALSE,"fixed",101
"mu",1000,244.282480089004,8.48598949048299,6353.84005357857,TRUE,5.7489999999998,FALSE,"adaptive",102
"alpha",1,0.723336917734315,0.496627543984421,1.04204659140115,TRUE,5.7489999999998,FALSE,"adaptive",102
"beta",99,19.4496824316504,0.483303019127303,767.366643610954,TRUE,5.7489999999998,FALSE,"adaptive",102
"p_hat",0.01,0.0358566511639407,0.00126622806695017,0.531889152847723,TRUE,5.7489999999998,FALSE,"adaptive",102
"n_iter",NA,347.5,293,375,NA,5.7489999999998,FALSE,"adaptive",102
"mu",1000,245.317909415571,6.70141830250829,8458.95406415095,TRUE,9.47200000000066,FALSE,"fixed",102
"alpha",1,0.723658394209832,0.480559416088741,1.12016647939031,TRUE,9.47200000000066,FALSE,"fixed",102
"beta",99,19.5429832083503,0.385300767241635,1036.23027554159,TRUE,9.47200000000066,FALSE,"fixed",102
"p_hat",0.01,0.0357068728209226,0.000997950038769742,0.577294695877037,TRUE,9.47200000000066,FALSE,"fixed",102
"n_iter",NA,1000,1000,1000,NA,9.47200000000066,FALSE,"fixed",102
"mu",1000,128.798974110192,36.8265964569107,435.462578535067,FALSE,1.32499999999982,FALSE,"adaptive",103
"alpha",1,0.805339109312879,0.575382774944527,1.11029262463607,TRUE,1.32499999999982,FALSE,"adaptive",103
"beta",99,9.99780073999175,2.08519312365909,45.3691926397174,FALSE,1.32499999999982,FALSE,"adaptive",103
"p_hat",0.01,0.0745467633064767,0.0216462298839844,0.231670764182993,FALSE,1.32499999999982,FALSE,"adaptive",103
"n_iter",NA,201,154,226,NA,1.32499999999982,FALSE,"adaptive",103
"mu",1000,128.866749787958,34.4247963168298,468.568315979542,FALSE,5.63900000000012,FALSE,"fixed",103
"alpha",1,0.805453305069606,0.5789494564905,1.1075909381847,TRUE,5.63900000000012,FALSE,"fixed",103
"beta",99,10.0044227573541,1.99858691070985,49.6941403039934,FALSE,5.63900000000012,FALSE,"fixed",103
"p_hat",0.01,0.0745108732439078,0.0193667236076825,0.247285794992337,FALSE,5.63900000000012,FALSE,"fixed",103
"n_iter",NA,1000,1000,1000,NA,5.63900000000012,FALSE,"fixed",103
"mu",1000,19161.8631063933,321.303529330143,696443.843075901,TRUE,68.8699999999999,FALSE,"adaptive",104
"alpha",1,1.03740878161943,0.839796151777822,1.25081486534712,TRUE,68.8699999999999,FALSE,"adaptive",104
"beta",99,1984.97668885945,35.8073342083139,74784.02132757,TRUE,68.8699999999999,FALSE,"adaptive",104
"p_hat",0.01,0.000522357209272399,1.50947433806234e-05,0.0316211927917162,TRUE,68.8699999999999,FALSE,"adaptive",104
"n_iter",NA,20000,19950,20000,NA,68.8699999999999,FALSE,"adaptive",104
"mu",1000,861.389975511725,424.436516496909,1595.90515338133,TRUE,6.74600000000009,FALSE,"fixed",104
"alpha",1,1.01840105790373,0.836211333811013,1.25590901577608,TRUE,6.74600000000009,FALSE,"fixed",104
"beta",99,86.7886037305731,40.4491243291356,176.068540118593,TRUE,6.74600000000009,FALSE,"fixed",104
"p_hat",0.01,0.011598175571038,0.00623811573455268,0.0230495461618443,TRUE,6.74600000000009,FALSE,"fixed",104
"n_iter",NA,1000,1000,1000,NA,6.74600000000009,FALSE,"fixed",104
"mu",1000,19243.8582411347,9432.57656540375,41619.563848924,FALSE,93.8860000000004,FALSE,"adaptive",105
"alpha",1,1.01407614754865,0.834976630247427,1.27772830496347,TRUE,93.8860000000004,FALSE,"adaptive",105
"beta",99,2015.31507514174,967.355955130547,4360.78060989559,FALSE,93.8860000000004,FALSE,"adaptive",105
"p_hat",0.01,0.000502931848651904,0.000228712573259652,0.00102634372947448,FALSE,93.8860000000004,FALSE,"adaptive",105
"n_iter",NA,20000,20000,20000,NA,93.8860000000004,FALSE,"adaptive",105
"mu",1000,869.328726883465,611.083182553892,1220.94125351095,TRUE,6.01100000000042,FALSE,"fixed",105
"alpha",1,0.995229602059937,0.807083943158509,1.22178680540625,TRUE,6.01100000000042,FALSE,"fixed",105
"beta",99,88.5562809407133,59.4451907077559,134.809540978387,TRUE,6.01100000000042,FALSE,"fixed",105
"p_hat",0.01,0.0111134876009107,0.00761994215613346,0.0159566556364982,TRUE,6.01100000000042,FALSE,"fixed",105
"n_iter",NA,1000,1000,1000,NA,6.01100000000042,FALSE,"fixed",105
"mu",1000,112.10068761674,33.2442826849743,359.590877422427,FALSE,1.16599999999926,FALSE,"adaptive",106
"alpha",1,0.796998375495659,0.586953140115776,1.06478319314176,TRUE,1.16599999999926,FALSE,"adaptive",106
"beta",99,8.80126947948229,1.8802163440188,36.8120299848492,FALSE,1.16599999999926,FALSE,"adaptive",106
"p_hat",0.01,0.0830356463830411,0.0257594056514029,0.255216070661912,FALSE,1.16599999999926,FALSE,"adaptive",106
"n_iter",NA,180,137,204,NA,1.16599999999926,FALSE,"adaptive",106
"mu",1000,111.786119313745,34.2688904833878,407.039589291256,FALSE,5.3720000000003,FALSE,"fixed",106
"alpha",1,0.796673720936793,0.589114786706698,1.10088595492758,TRUE,5.3720000000003,FALSE,"fixed",106
"beta",99,8.77101831126692,2.06160266952236,43.0569103658599,FALSE,5.3720000000003,FALSE,"fixed",106
"p_hat",0.01,0.0832670740503858,0.0223422220606475,0.242393519135421,FALSE,5.3720000000003,FALSE,"fixed",106
"n_iter",NA,1000,1000,1000,NA,5.3720000000003,FALSE,"fixed",106
"mu",1000,19235.2151120452,8729.65742109633,42221.7516662283,FALSE,93.0700000000006,FALSE,"adaptive",107
"alpha",1,0.906884768357671,0.720191840204679,1.12366661643479,TRUE,93.0700000000006,FALSE,"adaptive",107
"beta",99,1820.19136351889,826.582677060671,4216.97355229187,FALSE,93.0700000000006,FALSE,"adaptive",107
"p_hat",0.01,0.000497987831908904,0.000228364837630542,0.00107245820508778,FALSE,93.0700000000006,FALSE,"adaptive",107
"n_iter",NA,20000,19989,20000,NA,93.0700000000006,FALSE,"adaptive",107
"mu",1000,867.211221237948,565.312591522004,1333.87351649202,TRUE,6.33800000000065,FALSE,"fixed",107
"alpha",1,0.889020056504006,0.711732148280362,1.11195685629466,TRUE,6.33800000000065,FALSE,"fixed",107
"beta",99,79.783229596252,50.1408647981345,127.736496940388,TRUE,6.33800000000065,FALSE,"fixed",107
"p_hat",0.01,0.0110201470806961,0.00713070226247425,0.0172474413271724,TRUE,6.33800000000065,FALSE,"fixed",107
"n_iter",NA,1000,1000,1000,NA,6.33800000000065,FALSE,"fixed",107
"mu",1000,744.758114666231,0.00454479218164194,1644847119.53437,TRUE,29.826,FALSE,"adaptive",108
"alpha",1,1.1621499392915,0.866286384775124,1.63526489935589,TRUE,29.826,FALSE,"adaptive",108
"beta",99,87.9744609592674,0.000357231368962324,281587800.505359,TRUE,29.826,FALSE,"adaptive",108
"p_hat",0.01,0.0130378519844564,5.11653461986005e-09,0.999610786623907,TRUE,29.826,FALSE,"adaptive",108
"n_iter",NA,935,884,962,NA,29.826,FALSE,"adaptive",108
"mu",1000,744.783909163595,0.00883279031616983,571378650.00372,TRUE,30.9709999999995,FALSE,"fixed",108
"alpha",1,1.16215911610847,0.852595140316665,1.61697625994051,TRUE,30.9709999999995,FALSE,"fixed",108
"beta",99,87.9780091366353,0.000791007115082394,116375763.334206,TRUE,30.9709999999995,FALSE,"fixed",108
"p_hat",0.01,0.0130374346255814,1.39636174247907e-08,0.999162020585799,TRUE,30.9709999999995,FALSE,"fixed",108
"n_iter",NA,1000,1000,1000,NA,30.9709999999995,FALSE,"fixed",108
"mu",1000,19198.6173097259,3003.49553799141,96753.5413942139,FALSE,94.3299999999999,FALSE,"adaptive",109
"alpha",1,0.92793798068508,0.750972434125845,1.16492900956541,TRUE,94.3299999999999,FALSE,"adaptive",109
"beta",99,1747.05325169689,263.280726741042,9115.44289034403,FALSE,94.3299999999999,FALSE,"adaptive",109
"p_hat",0.01,0.000530862680997296,0.000104981352398859,0.00319376197610034,FALSE,94.3299999999999,FALSE,"adaptive",109
"n_iter",NA,20000,20000,20000,NA,94.3299999999999,FALSE,"adaptive",109
"mu",1000,862.109026642431,489.991876832461,1749.43008773911,TRUE,7.3690000000006,FALSE,"fixed",109
"alpha",1,0.910065150326017,0.744539989636128,1.10603290218444,TRUE,7.3690000000006,FALSE,"fixed",109
"beta",99,76.2401667446711,40.5518298571738,157.173923700804,TRUE,7.3690000000006,FALSE,"fixed",109
"p_hat",0.01,0.011796013154758,0.0057182156006167,0.021568156069054,TRUE,7.3690000000006,FALSE,"fixed",109
"n_iter",NA,1000,1000,1000,NA,7.3690000000006,FALSE,"fixed",109
"mu",1000,160.29306534765,10.4883133861681,1918.35382979035,TRUE,2.32600000000002,FALSE,"adaptive",110
"alpha",1,1.03828376582165,0.718767271784187,1.49529726931274,TRUE,2.32600000000002,FALSE,"adaptive",110
"beta",99,15.717477061601,0.668362713269198,282.447250141052,TRUE,2.32600000000002,FALSE,"adaptive",110
"p_hat",0.01,0.0619657786068649,0.00493769715466984,0.53475402826631,TRUE,2.32600000000002,FALSE,"adaptive",110
"n_iter",NA,244,203,267,NA,2.32600000000002,FALSE,"adaptive",110
"mu",1000,160.559399983885,16.3359093428227,1449.3546769776,TRUE,6.05100000000039,FALSE,"fixed",110
"alpha",1,1.03857998293765,0.719522890939346,1.42580199903095,TRUE,6.05100000000039,FALSE,"fixed",110
"beta",99,15.7492124247699,0.949196139407958,209.843744497426,TRUE,6.05100000000039,FALSE,"fixed",110
"p_hat",0.01,0.0618651909503493,0.00643692792697841,0.432160974666747,TRUE,6.05100000000039,FALSE,"fixed",110
"n_iter",NA,1000,1000,1000,NA,6.05100000000039,FALSE,"fixed",110
"mu",1000,145.895159727658,27.7100167827404,847.073755072862,FALSE,1.64699999999993,FALSE,"adaptive",111
"alpha",1,0.860505366054328,0.62143552644543,1.22967076965151,TRUE,1.64699999999993,FALSE,"adaptive",111
"beta",99,11.2745223805351,1.49055159946694,98.3145950742629,FALSE,1.64699999999993,FALSE,"adaptive",111
"p_hat",0.01,0.0709108692640755,0.0119997178968549,0.300856885171753,FALSE,1.64699999999993,FALSE,"adaptive",111
"n_iter",NA,224.5,176,249,NA,1.64699999999993,FALSE,"adaptive",111
"mu",1000,145.986763410309,27.9217483944301,805.887713033426,FALSE,5.51000000000022,FALSE,"fixed",111
"alpha",1,0.860504274187395,0.635595589810662,1.2195259240007,TRUE,5.51000000000022,FALSE,"fixed",111
"beta",99,11.2821167433636,1.43670128632284,84.753076895328,FALSE,5.51000000000022,FALSE,"fixed",111
"p_hat",0.01,0.0708664359155753,0.0126015816709638,0.310761414285462,FALSE,5.51000000000022,FALSE,"fixed",111
"n_iter",NA,1000,1000,1000,NA,5.51000000000022,FALSE,"fixed",111
"mu",1000,19223.2418043008,6185.50539051452,57300.954483629,FALSE,86.7860000000001,FALSE,"adaptive",112
"alpha",1,1.0616349115067,0.85352611669105,1.30968391164754,TRUE,86.7860000000001,FALSE,"adaptive",112
"beta",99,2113.6518625848,652.998081238931,6642.38120648469,FALSE,86.7860000000001,FALSE,"adaptive",112
"p_hat",0.01,0.000502023046036079,0.000165439272096011,0.00157826136970306,FALSE,86.7860000000001,FALSE,"adaptive",112
"n_iter",NA,20000,20000,20000,NA,86.7860000000001,FALSE,"adaptive",112
"mu",1000,867.140390910653,542.657140755856,1344.18415007855,TRUE,6.40599999999995,FALSE,"fixed",112
"alpha",1,1.04260605201451,0.842122699196146,1.3212556725293,TRUE,6.40599999999995,FALSE,"fixed",112
"beta",99,92.7974496337461,54.8886693203239,147.546537261326,TRUE,6.40599999999995,FALSE,"fixed",112
"p_hat",0.01,0.0111104585818433,0.00731648401261006,0.0173970013427081,TRUE,6.40599999999995,FALSE,"fixed",112
"n_iter",NA,1000,1000,1000,NA,6.40599999999995,FALSE,"fixed",112
"mu",1000,138.463362069377,38.8255835609097,566.799055675023,FALSE,1.63200000000052,FALSE,"adaptive",113
"alpha",1,0.77794164989908,0.574611318134966,1.11258783401478,TRUE,1.63200000000052,FALSE,"adaptive",113
"beta",99,9.40609225518988,1.84118491581487,55.0647088362463,FALSE,1.63200000000052,FALSE,"adaptive",113
"p_hat",0.01,0.0763883601674129,0.0181620879023069,0.233367353191912,FALSE,1.63200000000052,FALSE,"adaptive",113
"n_iter",NA,212.5,155,239,NA,1.63200000000052,FALSE,"adaptive",113
"mu",1000,138.471061968241,43.6913556007263,472.753822008209,FALSE,6.38299999999981,FALSE,"fixed",113
"alpha",1,0.777919734303769,0.594611379482588,1.06346239596651,TRUE,6.38299999999981,FALSE,"fixed",113
"beta",99,9.40640852249947,2.42703152914956,43.391684966918,FALSE,6.38299999999981,FALSE,"fixed",113
"p_hat",0.01,0.0763840004650391,0.0219009344485127,0.21532426081954,FALSE,6.38299999999981,FALSE,"fixed",113
"n_iter",NA,1000,1000,1000,NA,6.38299999999981,FALSE,"fixed",113
"mu",1000,19184.8150990842,1438.13330862691,234610.094752949,FALSE,68.4429999999993,FALSE,"adaptive",114
"alpha",1,1.16773166907484,0.945847466346416,1.40331724963779,TRUE,68.4429999999993,FALSE,"adaptive",114
"beta",99,2486.12618817659,202.181105344814,30318.2580605328,FALSE,68.4429999999993,FALSE,"adaptive",114
"p_hat",0.01,0.000469478761539892,3.86254080717918e-05,0.00619127832878407,FALSE,68.4429999999993,FALSE,"adaptive",114
"n_iter",NA,20000,20000,20000,NA,68.4429999999993,FALSE,"adaptive",114
"mu",1000,859.060473258891,357.174843722889,1798.87767399089,TRUE,6.55799999999999,FALSE,"fixed",114
"alpha",1,1.14935400111356,0.928400699458828,1.44059949485858,TRUE,6.55799999999999,FALSE,"fixed",114
"beta",99,108.634077370253,43.03235490463,237.056973144565,TRUE,6.55799999999999,FALSE,"fixed",114
"p_hat",0.01,0.010469284724993,0.00495580356869966,0.0260014942450127,TRUE,6.55799999999999,FALSE,"fixed",114
"n_iter",NA,1000,1000,1000,NA,6.55799999999999,FALSE,"fixed",114
"mu",1000,92.925699029682,35.7586161066352,228.35440396305,FALSE,0.935999999999694,FALSE,"adaptive",115
"alpha",1,1.01051661840863,0.749328148780486,1.34932031211832,TRUE,0.935999999999694,FALSE,"adaptive",115
"beta",99,8.03996497036549,2.30973382105055,27.3050574166894,FALSE,0.935999999999694,FALSE,"adaptive",115
"p_hat",0.01,0.11165335330465,0.0441164763324929,0.263254975534277,FALSE,0.935999999999694,FALSE,"adaptive",115
"n_iter",NA,154.5,115,177,NA,0.935999999999694,FALSE,"adaptive",115
"mu",1000,92.9214458354105,33.5508955528975,278.683739292215,FALSE,5.29100000000017,FALSE,"fixed",115
"alpha",1,1.01064461867466,0.752033287497476,1.39240723630589,TRUE,5.29100000000017,FALSE,"fixed",115
"beta",99,8.04004201099758,2.18159574462281,35.8375310310841,FALSE,5.29100000000017,FALSE,"fixed",115
"p_hat",0.01,0.111664966430427,0.0372062020978149,0.279361810428452,FALSE,5.29100000000017,FALSE,"fixed",115
"n_iter",NA,1000,1000,1000,NA,5.29100000000017,FALSE,"fixed",115
"mu",1000,354.857022092478,1.67346705043034,46102.7790128926,TRUE,13.4859999999999,FALSE,"adaptive",116
"alpha",1,0.933082599052011,0.647612162910177,1.30458883558135,TRUE,13.4859999999999,FALSE,"adaptive",116
"beta",99,31.6984910813777,0.094484348078101,5286.71251499859,TRUE,13.4859999999999,FALSE,"adaptive",116
"p_hat",0.01,0.0285944713604668,0.000216931123621979,0.878625213849976,TRUE,13.4859999999999,FALSE,"adaptive",116
"n_iter",NA,482,432,509,NA,13.4859999999999,FALSE,"adaptive",116
"mu",1000,354.776899448206,1.26110728124724,51202.057341175,TRUE,16.5050000000001,FALSE,"fixed",116
"alpha",1,0.933045499047645,0.665346546004648,1.26372619079993,TRUE,16.5050000000001,FALSE,"fixed",116
"beta",99,31.6886358993765,0.0780903888163783,6881.40966224967,TRUE,16.5050000000001,FALSE,"fixed",116
"p_hat",0.01,0.0286020051404437,0.000182501498037206,0.90513880439003,TRUE,16.5050000000001,FALSE,"fixed",116
"n_iter",NA,1000,1000,1000,NA,16.5050000000001,FALSE,"fixed",116
"mu",1000,19226.8249781098,7307.19226216343,55045.6158245413,FALSE,96.7800000000007,FALSE,"adaptive",117
"alpha",1,1.20416013498184,0.992583434176113,1.45999611869519,TRUE,96.7800000000007,FALSE,"adaptive",117
"beta",99,2147.65795198629,795.005615948792,6158.51045506785,FALSE,96.7800000000007,FALSE,"adaptive",117
"p_hat",0.01,0.000560371057867989,0.000197218233854014,0.00147871457933781,FALSE,96.7800000000007,FALSE,"adaptive",117
"n_iter",NA,20000,20000,20000,NA,96.7800000000007,FALSE,"adaptive",117
"mu",1000,865.281617632077,509.089286736185,1520.33564226778,TRUE,6.69999999999982,FALSE,"fixed",117
"alpha",1,1.18286741874853,0.98600554477198,1.42823182781304,TRUE,6.69999999999982,FALSE,"fixed",117
"beta",99,93.9362748264803,52.9664977551518,170.921628255032,TRUE,6.69999999999982,FALSE,"fixed",117
"p_hat",0.01,0.0124356400912337,0.00721523573755772,0.0213732176447933,TRUE,6.69999999999982,FALSE,"fixed",117
"n_iter",NA,1000,1000,1000,NA,6.69999999999982,FALSE,"fixed",117
"mu",1000,449.75845100682,1.11127491174261,151658.732445542,TRUE,16.4269999999997,FALSE,"adaptive",118
"alpha",1,0.807622717413477,0.558919455367376,1.12868430593993,TRUE,16.4269999999997,FALSE,"adaptive",118
"beta",99,36.6941684276347,0.0716042757134188,15969.5875648635,TRUE,16.4269999999997,FALSE,"adaptive",118
"p_hat",0.01,0.0215355771752283,6.1106885558189e-05,0.906433118769274,TRUE,16.4269999999997,FALSE,"adaptive",118
"n_iter",NA,594,531,623,NA,16.4269999999997,FALSE,"adaptive",118
"mu",1000,450.785896348693,1.07982697548199,344934.358810843,TRUE,24.3670000000002,FALSE,"fixed",118
"alpha",1,0.807869996189524,0.57668655269948,1.15761844012124,TRUE,24.3670000000002,FALSE,"fixed",118
"beta",99,36.7895985769948,0.0621666668576788,42625.864214489,TRUE,24.3670000000002,FALSE,"fixed",118
"p_hat",0.01,0.0214873507937638,2.40881387222496e-05,0.91166090931267,TRUE,24.3670000000002,FALSE,"fixed",118
"n_iter",NA,1000,1000,1000,NA,24.3670000000002,FALSE,"fixed",118
"mu",1000,19211.4987025652,5425.21044102381,73413.8529633653,FALSE,90.9049999999997,FALSE,"adaptive",119
"alpha",1,0.943506640820121,0.775757822882467,1.15920717636892,TRUE,90.9049999999997,FALSE,"adaptive",119
"beta",99,1769.35694897857,480.794512302499,7106.29431432683,FALSE,90.9049999999997,FALSE,"adaptive",119
"p_hat",0.01,0.000532964129238732,0.000136218464290362,0.00197439157674427,FALSE,90.9049999999997,FALSE,"adaptive",119
"n_iter",NA,20000,20000,20000,NA,90.9049999999997,FALSE,"adaptive",119
"mu",1000,859.328744633528,395.216517624758,1870.53097369266,TRUE,7.32499999999982,FALSE,"fixed",119
"alpha",1,0.925180496376937,0.748662301534744,1.12944341993613,TRUE,7.32499999999982,FALSE,"fixed",119
"beta",99,76.8963091180196,34.3563096736365,179.470177296123,TRUE,7.32499999999982,FALSE,"fixed",119
"p_hat",0.01,0.0118884963647083,0.00532983939926373,0.0256325519355772,TRUE,7.32499999999982,FALSE,"fixed",119
"n_iter",NA,1000,1000,1000,NA,7.32499999999982,FALSE,"fixed",119
"mu",1000,214.573172559342,6.8409995558097,6489.12721339876,TRUE,4.86000000000058,FALSE,"adaptive",120
"alpha",1,0.922344361977583,0.668738433510181,1.33645860965768,TRUE,4.86000000000058,FALSE,"adaptive",120
"beta",99,19.2681805262891,0.415948250076993,825.609954863861,TRUE,4.86000000000058,FALSE,"adaptive",120
"p_hat",0.01,0.045682039822233,0.00144001465505598,0.626227771381574,TRUE,4.86000000000058,FALSE,"adaptive",120
"n_iter",NA,312,268,337,NA,4.86000000000058,FALSE,"adaptive",120
"mu",1000,214.849509553046,6.37779618683283,5974.78910383691,TRUE,8.30299999999988,FALSE,"fixed",120
"alpha",1,0.922439887420511,0.630358386867598,1.3611545873917,TRUE,8.30299999999988,FALSE,"fixed",120
"beta",99,19.2961143099783,0.363085121434987,834.89501590855,TRUE,8.30299999999988,FALSE,"fixed",120
"p_hat",0.01,0.0456234347132093,0.00152894650922774,0.645162915650092,TRUE,8.30299999999988,FALSE,"fixed",120
"n_iter",NA,1000,1000,1000,NA,8.30299999999988,FALSE,"fixed",120
"mu",1000,19169.3459975776,908.621586394501,324324.821315819,TRUE,89.1570000000002,FALSE,"adaptive",121
"alpha",1,0.949341091550943,0.769352666263613,1.14332801568005,TRUE,89.1570000000002,FALSE,"adaptive",121
"beta",99,1801.0256456703,86.1113414744995,31191.6732477616,TRUE,89.1570000000002,FALSE,"adaptive",121
"p_hat",0.01,0.000526833667795194,3.14650291856822e-05,0.0113124912104582,TRUE,89.1570000000002,FALSE,"adaptive",121
"n_iter",NA,20000,19999,20000,NA,89.1570000000002,FALSE,"adaptive",121
"mu",1000,861.846271952115,446.933984025396,1685.95068377634,TRUE,7.08799999999974,FALSE,"fixed",121
"alpha",1,0.931034855100536,0.763920515237658,1.18364429348424,TRUE,7.08799999999974,FALSE,"fixed",121
"beta",99,78.6952378362418,39.1988991092946,162.305576851184,TRUE,7.08799999999974,FALSE,"fixed",121
"p_hat",0.01,0.0116925585442073,0.00602272391329943,0.0222748760889658,TRUE,7.08799999999974,FALSE,"fixed",121
"n_iter",NA,1000,1000,1000,NA,7.08799999999974,FALSE,"fixed",121
"mu",1000,224.736725422133,5.96318740755581,8780.98729030752,TRUE,5.10599999999977,FALSE,"adaptive",122
"alpha",1,0.948211707658741,0.663764593769237,1.30013239217211,TRUE,5.10599999999977,FALSE,"adaptive",122
"beta",99,22.3336133755265,0.378455542018574,1220.74043708927,TRUE,5.10599999999977,FALSE,"adaptive",122
"p_hat",0.01,0.0407275505365585,0.00100639907347598,0.640952762469449,TRUE,5.10599999999977,FALSE,"adaptive",122
"n_iter",NA,326,286,350,NA,5.10599999999977,FALSE,"adaptive",122
"mu",1000,224.296190096117,6.75978420602378,7084.43984096828,TRUE,8.13799999999992,FALSE,"fixed",122
"alpha",1,0.947950272507173,0.651728712608421,1.34315897748233,TRUE,8.13799999999992,FALSE,"fixed",122
"beta",99,22.2840717158735,0.476762367242383,1063.26742641206,TRUE,8.13799999999992,FALSE,"fixed",122
"p_hat",0.01,0.0408036060305592,0.00116351124465441,0.610874972315428,TRUE,8.13799999999992,FALSE,"fixed",122
"n_iter",NA,1000,1000,1000,NA,8.13799999999992,FALSE,"fixed",122
"mu",1000,19191.8450979456,2491.38655560629,139597.786639876,FALSE,79.6170000000002,FALSE,"adaptive",123
"alpha",1,1.21888816497765,0.978371787004587,1.47012736302889,TRUE,79.6170000000002,FALSE,"adaptive",123
"beta",99,2249.66958983406,314.84684754261,16480.0395317286,FALSE,79.6170000000002,FALSE,"adaptive",123
"p_hat",0.01,0.000541514240661625,7.42418102239638e-05,0.00414522689917908,FALSE,79.6170000000002,FALSE,"adaptive",123
"n_iter",NA,20000,20000,20000,NA,79.6170000000002,FALSE,"adaptive",123
"mu",1000,859.232099503449,352.637602154527,2112.67652513281,TRUE,6.63400000000001,FALSE,"fixed",123
"alpha",1,1.19831313130475,0.97539700364802,1.49584459506445,TRUE,6.63400000000001,FALSE,"fixed",123
"beta",99,98.0060884801018,40.4733203996899,250.698219602888,TRUE,6.63400000000001,FALSE,"fixed",123
"p_hat",0.01,0.012079233500129,0.00508525850183655,0.0292482811740081,TRUE,6.63400000000001,FALSE,"fixed",123
"n_iter",NA,1000,1000,1000,NA,6.63400000000001,FALSE,"fixed",123
"mu",1000,153.444000583326,14.9443631033319,1594.2592887556,TRUE,1.83000000000084,FALSE,"adaptive",124
"alpha",1,1.07493507830872,0.74330275936347,1.45081776864837,TRUE,1.83000000000084,FALSE,"adaptive",124
"beta",99,15.9996953476331,1.13688345754409,245.42009472627,TRUE,1.83000000000084,FALSE,"adaptive",124
"p_hat",0.01,0.0629551007250822,0.00558101245250659,0.440210030897231,TRUE,1.83000000000084,FALSE,"adaptive",124
"n_iter",NA,236.5,199,258,NA,1.83000000000084,FALSE,"adaptive",124
"mu",1000,153.455529903838,14.2286700739982,1738.25793113792,TRUE,5.48299999999927,FALSE,"fixed",124
"alpha",1,1.07494053945219,0.761688630535835,1.47888298894315,TRUE,5.48299999999927,FALSE,"fixed",124
"beta",99,16.0010476952026,1.03854604533612,280.36115846868,TRUE,5.48299999999927,FALSE,"fixed",124
"p_hat",0.01,0.0629504146220163,0.0050322282662434,0.454677866750788,TRUE,5.48299999999927,FALSE,"fixed",124
"n_iter",NA,1000,1000,1000,NA,5.48299999999927,FALSE,"fixed",124
"mu",1000,152.879822291821,18.5313997080595,995.12004660593,FALSE,1.90499999999975,FALSE,"adaptive",125
"alpha",1,0.840814124379508,0.597568918383682,1.18888328325187,TRUE,1.90499999999975,FALSE,"adaptive",125
"beta",99,13.0764691295475,1.21016368387475,116.071075134873,TRUE,1.90499999999975,FALSE,"adaptive",125
"p_hat",0.01,0.0604151046607647,0.00907854456485908,0.355408805186934,TRUE,1.90499999999975,FALSE,"adaptive",125
"n_iter",NA,234,186,258,NA,1.90499999999975,FALSE,"adaptive",125
"mu",1000,152.823498850283,18.4456594392033,860.090650864085,FALSE,5.67299999999977,FALSE,"fixed",125
"alpha",1,0.84089107463244,0.603606014911415,1.15314363596368,TRUE,5.67299999999977,FALSE,"fixed",125
"beta",99,13.0724832032049,1.20148743765573,103.900904344432,TRUE,5.67299999999977,FALSE,"fixed",125
"p_hat",0.01,0.0604376090113454,0.0102542032186142,0.373139479276071,FALSE,5.67299999999977,FALSE,"fixed",125
"n_iter",NA,1000,1000,1000,NA,5.67299999999977,FALSE,"fixed",125
"mu",1000,1609.18026311716,4.17750371289187e-09,35133545962405440,TRUE,35.4639999999999,FALSE,"adaptive",126
"alpha",1,0.941456251862615,0.639703940926923,1.39600783936999,TRUE,35.4639999999999,FALSE,"adaptive",126
